amount,createdAt,id,outcome,staker,dao,proposal,network
50000000000000000000,1561228109,0x03c4fcbc9c98ecbde0a6175e2be582390be2bd879ba56aef01bd1c085061e8aa,Pass,0x455f20cc3a68dd35fb7ec39d1a50a652206d324c,0x6bee9b81e434f7afce72a43a4016719315069539,0xd97cfb93b1309e5b0a5308e50c8efd4130d03da78aba853aaefb9ccad2873f36,mainnet
161000000000000000000,1556287833,0x03ebf4f243c592b538f87ad9a8b7931d4cc338a929404b661517510e81b09fba,Pass,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xb6756e1b9bcfc970298f561899d50282be454aea120838a0d9326e3705aa75c2,mainnet
2000000000000000000000,1587158135,0x04236d95889e4bd2c2cc571f1a21e6aebe883d17d35edf63c2c4ea11f0c1656b,Pass,0x583acc79585d3cb195ea8125f6f80ad459b46313,0x519b70055af55a007110b4ff99b0ea33071c720a,0xeb9cf2b3d76664dc1e983137f33b2400ad11966b1d79399d7ca55c25ad6283fa,mainnet
1000000000000000000000,1599410276,0x0425a025be67a1cde469cd87a0bc745e1c114a853c26994496a5a8fc415f7f3a,Pass,0xb435871b0959561226b4d903b1abf79528177e81,0x519b70055af55a007110b4ff99b0ea33071c720a,0x7280f821590a5a9f004bf356b24bfc6bc6dda5f485f63dae12911d9e2de78082,mainnet
10000000000000000000,1564426672,0x04267098941cb79567a03709c6598b085d24ed42edeae5be800ce54927fa0c12,Fail,0x3c87b4c34abdb615bd405458982e1a2076d24111,0x519b70055af55a007110b4ff99b0ea33071c720a,0x8a02cf636fc646b82a3e2f5d9c8257a635be60607552f7b5308750afc3b1b1e0,mainnet
500000000000000000000,1595071831,0x04331d3c5c002e7c1aaa230931c9d7bde8ad2915555f2ea5fa1515554d72567b,Fail,0xb435871b0959561226b4d903b1abf79528177e81,0x519b70055af55a007110b4ff99b0ea33071c720a,0x796e3eb707b268fa7433143fba777e1999e8af0a70d80257de2d225a5693f445,mainnet
2000000000000000000,1602028314,0x04549ae9f78fb10d54e109d3880bae5dee1654b3c9df5998eefe0a669055da09,Pass,0xb1b7586656116d546033e3baff69bfcd6592225e,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x5431f6e581accc92967c85cf104bc573f7930b5bbfe3c39fb3677de778af945d,mainnet
100000000000000000000,1573609938,0x046a065d175ca645ec2c89fe595ea5d3c48da7afe5d2786cb48d0e4023a7b159,Pass,0xb391ae8fc7483770930d1deab5a898206e9cdb3f,0x2b8c70fffda7f3d7667f7cfede1429313886329c,0x9458e3ea04e1cae423c054c4b6dc6b8fb2213f7c1b83b33f97f4cb030fee38c7,mainnet
100000000000000006,1591992367,0x048381356b183f2d64f64cc28c329d2015fe6d8082b4cf50aba795b16bab6bdf,Pass,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0x52ec845f05b0d3ee7224f333be69d7929a1471bf,0xd02ec3ffa3849cf0b05d2ed19992579f4d0dc2920ac32c101031a9840bd4ac85,mainnet
500000000000000000000,1570211360,0x04a85f5fdae0ae120d677da873adac183e181b76f93c633a09f8b8330aecc10c,Pass,0x0f07d407ac41d6dbb2cf237b0704c0ab5b9b8754,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9718f85ae3904cc3ec5653865cfccf313a3f845331248bc944460d9ad8927c48,mainnet
400000000000000000000,1591038818,0x04c5356388500bffcbb07a45404d293d2783dd805b983e6c60cd9bc4f14d6b1d,Pass,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,0x0b93ba560283350d4216f29dc57e15df38d0eace,0x930726526adf29b182e471a502d14b167b338092ca2b20a07b663244874bb698,mainnet
60000000000000000000,1565032062,0x04c79dd653068e3da261a1e49b6eb75594a29477edd1971b2dbcc41b500dd8f4,Pass,0xd3cc03c1d1e9d46f28aebc4ba26c5990c7ffbc3e,0x6bee9b81e434f7afce72a43a4016719315069539,0xd4c6f5195ce15f1057230c70e9111b3fae2d6dd8915459787eafd34a4883612d,mainnet
1500000000000000000000,1599640931,0x04e158dc258ae669167c4cdf2b90b2f7c488e6b27ecf725aaa1baa4c5073d28d,Pass,0xb435871b0959561226b4d903b1abf79528177e81,0x519b70055af55a007110b4ff99b0ea33071c720a,0x21c180f2d19008cfaed5b93d58a08c78ef1341f235961e3e60ac6193495d1b9f,mainnet
200000000000000000000,1585360020,0x04e8b9a6d1e7c66b9371bd83bf39304cc81e37528f8f5a6323a8d5a5b029c9d1,Pass,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0xafdd1eb2511cd891acf2bff82dabf47e0c914d24,0xb7df17602a99decb1cbda2d014bea2760524c4bd5f1bc8f2e80ab6f082a9ad29,mainnet
100000000000000000000,1578243032,0x05137e34d707af89cbc7b8879e05938f975ee3091653817924cce7bfb3f82702,Pass,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,0x2e56b65744b909c02997a0288e25e0a069c36a4a8f43be50eb03c991572c2934,mainnet
20000000000000000000,1579294412,0x051941d37a2eec250832d9a80b996d5148d647e12c163d01c582a6973157d25b,Pass,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xff0687edc4e65c727c9d91e839106f0840f17dd8042263ea8fd12476daa9425a,mainnet
6000000000000000000,1578958184,0x05222e30aff9dc59bca55a7bec40fc66884e0ba38800c2a48c06d6bbb80ee4e2,Fail,0x00234af289964cc53cae46452ddac6253fc3ec3a,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x371d23d550fbac2d3b748751a532c63cd24dd56251f8fc82d2919c8615b4293b,mainnet
50000000000000000000,1571653399,0x05272dd80f83e2850321f32e915a2ba41c7fc43a8f928f45cddf1ef0bd7f2702,Fail,0x144c4e5027b69f7798b2b162d924bcae5c149f15,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xef696b20f0b2221c6fb9d8244e17a220850dbddad68b0f8b8f0b2dffdcad2b57,mainnet
96000000000000000000,1572002573,0x0532989fc812a6ac92e0035956707ed2a05348b87063fe3e80ff92f12d9adc36,Pass,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x50426c06f450c20a21d7726df57a2ebb99a4a94d75c5d379ad59ce80c1217bee,mainnet
250000000000000000000,1579512376,0x0545fb4ee99f800229629b151b5a640679b87944e549cb39d99c23ec18902a2f,Pass,0xf5913759b449fae8900d61f7116d451d200c60f7,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x1a5422d8e1aeb23146a1632c2a42d930aac659ecf1a3cef332d968ef8b1070b1,mainnet
200000000000000000000,1582203304,0x054f648927933dadcc3468b2a38a7ad032e8af94b48411b664f23c7535d0fc27,Pass,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0xe8e1d0f1783b22ff409deb14fa5acc9cce2a3d15,0x356ca6e719a2556339266c4548f9b2a80c99c62df1b8543dafb8618c41414295,mainnet
1000000000000000000000,1600659470,0x057ece7ce13c9c3e55092ce7a424c1935b64f26a46eeaf55ee1195b9d94b9525,Pass,0xabd238fa6b6042438fbd22e7d398199080b4224c,0x519b70055af55a007110b4ff99b0ea33071c720a,0x9cc7b0dcf4a57987e6e2a526dc020942572214c3cc9bfd0db24b75f4fb38e9d5,mainnet
100000000000000000000,1585695946,0x058069f6ee17dc79aa6d8b6eb4f6acb0c59f027acc41689cd37741d3db386f58,Pass,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0x3dc3568a9204d478d9ffb966f2e67a079717d282,0x90283582ea67204875a3701104684ac152db6fe8c303222c7d3bab3df759bf37,mainnet
300000000000000000000,1574500685,0x058eac361f48c59342e5ee9f9bfbe8719549feea7df60ec83e7d28bac85b76e3,Pass,0x7539a96097e5214da7336be510cddd415339949e,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xef912103b85fb5d053f46f2817e89d8c66542e84523488e85a9dfd631e7f1a7b,mainnet
1000000000000000000,1580831963,0x05ab0a968b95585b3cc057ef68e354bbbe41d2de5381a1f977a71b6d8dc52438,Pass,0xdb40ae9e2cbaf17bbe68d2ae221fa499f8e42c85,0x3324b516df92e78463d8b0616dd146cf6c58b0b9,0xb27e9c64ff2037e26eaf180a1914a4e32cfa38e6618c1bef9b2a1e1f5d4eadd7,mainnet
1500000000000000000000,1599639573,0x05aeba50e097156d8c3ef44f3b7179c7280c6025c71ff02d9d4bf56a1d83fb47,Pass,0xb435871b0959561226b4d903b1abf79528177e81,0x519b70055af55a007110b4ff99b0ea33071c720a,0xbc213cc5b9f0ee1615bb0d4f95596fbd1a3b607a621643d551f1d264ea13610c,mainnet
100000000000000000000,1575496595,0x05d0eacf2b90123f3752572a117e190f19a2cc52a7d4d91de305c79f05d46c7d,Pass,0xa1b02d8c67b0fdcf4e379855868deb470e169cfb,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x87bae5f5abc61cbea62813f71e1a8dc2afabab1fdbd1bbf12593b24e760c5d3c,mainnet
3029000000000000000000,1564914977,0x06383ba91abb1f1d2cbbf00edd480c52cedb6d3d95e089e3e798645ac502cf4f,Fail,0x730fd267ef60b27615324b94bf0bc7ed15d52718,0x519b70055af55a007110b4ff99b0ea33071c720a,0x8a02cf636fc646b82a3e2f5d9c8257a635be60607552f7b5308750afc3b1b1e0,mainnet
200000000000000000000,1573949962,0x063ca598ca0d48ea854ae0a5ace4173d49017edb88f2ccef49c53cc58c551f24,Pass,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x1bea37196f6e4976fee833173abb5fc63e40636d1459eee4b9b028f16d3c7b31,mainnet
60000000000000000000,1561893820,0x0644468b8e00e60016842d772f6a798d3d458439cd873d1138169b5d6aeb598d,Fail,0x26904e77a65ba7ff95803d804ef46fc6d8f33720,0x6bee9b81e434f7afce72a43a4016719315069539,0x65eb4e770e92e1cf8f45bc5e4056a130b76622657574b60a5c76b6276cb81c4d,mainnet
150000000000000000000,1587854391,0x067f56d570d03af23580bea5ef68845ffaebe006d55231c078c038aa07fdae20,Pass,0x0031ce5920cbe1e600113d14ca06ac6596fe7466,0xafdd1eb2511cd891acf2bff82dabf47e0c914d24,0x9c6c32e3db9a43af6fbefcadd0b4beaed1d236dc1ddd91ffd7e49d3b4f33ff1a,mainnet
500000000000000000000,1573078826,0x0691fc83dd6aaaa88b056f84a3e6382c0fd1a423a1b1d0ba5b62fc712fd0c0fe,Pass,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xf7468f6707777c89ba3b1ae259d2d534430eb98b313f305a964c9019800088ef,mainnet
1000000000000000000000,1582143205,0x06acc998979a585251601e4f2b23c5e6940d92126d75c24fdab87250c79a8a9b,Pass,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0x334f95629406cd2c47c20b18224becf89e9faae4892546b0ae87c254939387ae,mainnet
200000000000000000000,1555006108,0x06b3b855d0ea9e49f3e6a4fd15a4aa29b170fad480c42a4f8c74849cdabb9e9c,Fail,0x144c4e5027b69f7798b2b162d924bcae5c149f15,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xaebc8d96eb20025fe429bdcea60edaac8febe1d6503a3f4e2cada2cb2afbaf33,mainnet
1000000000000000000000,1588532178,0x06c0538912b00f6e99110f514154698d83a2a79f8ee94ce9c832a9061c3ba71a,Pass,0xb0e83c2d71a991017e0116d58c5765abc57384af,0x519b70055af55a007110b4ff99b0ea33071c720a,0x60c035ec11ccb91283daafbd6228673913fd0f71a52382ab363ab14be45c1e56,mainnet
151000000000000000000,1565984867,0x06ccb71c0be6dfb0593706922d4f164f02c7cfcbc35f8e673e3d20de2bea4550,Pass,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0xe8e1d0f1783b22ff409deb14fa5acc9cce2a3d15,0x677cb1cf9e5122d99125e52826808611e10028700132c8eb2bfc35f110f69b9b,mainnet
20620000000000000000,1562760307,0x06d0038ce45933cb8f07dd8a4448b7545d214a718a7a4b9fb00491cc2fcbc386,Pass,0x5f3f639988efe64fea12fa992208184fcd1a081a,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xde95f7cdb745e78d7f911554e0502a45f53ba3f63a2da68c83b5051978941a12,mainnet
20000000000000000000,1560951997,0x06d38719f041cbec1622999587e54cadad2aab4fcde94cef1342ab5e1391de24,Pass,0x91744ccd83d4ca77a4e4698374a9d18d0c99db48,0x3324b516df92e78463d8b0616dd146cf6c58b0b9,0x7afa7eb54e6e8a809b347228b40209ff0e7ac008b52b3b8b80ab5146c0716cc6,mainnet
1000000000000000000000,1575477787,0x06d4fb5ad50d7995f49759f2b949d94e95a28e2419842df139761e3595d7caca,Pass,0x4efbcfacba805254e59462af3b0f0c83ddd6af3a,0x519b70055af55a007110b4ff99b0ea33071c720a,0xb2524f9ace3ac90d4a9f4d4c734938d9da45e705417aba80581803d88176bd41,mainnet
