createdAt,id,loot,memberAddress,molochAddress,shares,network
1593570578,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-10370933,0,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,5,mainnet
1594433494,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-10435408,0,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,20,mainnet
1594434471,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-10435493,0,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,5,mainnet
1595972351,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-10550482,0,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,28,mainnet
1597433453,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-10660054,0,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,6,mainnet
1578251854,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-9222241,0,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1578676860,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-9254381,0,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,49,mainnet
1580268059,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x882651817bc443fabc95c7cc9124367082470d66-rage-9374572,0,0x882651817bc443fabc95c7cc9124367082470d66,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1580268139,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x882651817bc443fabc95c7cc9124367082470d66-rage-9374578,0,0x882651817bc443fabc95c7cc9124367082470d66,0x0372f3696fa7dc99801f435fd6737e57818239f2,8,mainnet
1583180114,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x882651817bc443fabc95c7cc9124367082470d66-rage-9593782,0,0x882651817bc443fabc95c7cc9124367082470d66,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1589201596,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x8b3765eda5207fb21690874b722ae276b96260e0-rage-10045038,0,0x8b3765eda5207fb21690874b722ae276b96260e0,0x0372f3696fa7dc99801f435fd6737e57818239f2,17,mainnet
1579854113,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x8b3765eda5207fb21690874b722ae276b96260e0-rage-9343396,0,0x8b3765eda5207fb21690874b722ae276b96260e0,0x0372f3696fa7dc99801f435fd6737e57818239f2,22,mainnet
1583244037,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x8b3765eda5207fb21690874b722ae276b96260e0-rage-9598607,0,0x8b3765eda5207fb21690874b722ae276b96260e0,0x0372f3696fa7dc99801f435fd6737e57818239f2,13,mainnet
1588613075,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x91c9bc455aadb2d6419be6b42ae08e1dc2b406bb-rage-10001064,0,0x91c9bc455aadb2d6419be6b42ae08e1dc2b406bb,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1573761775,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x91c9bc455aadb2d6419be6b42ae08e1dc2b406bb-rage-8934326,0,0x91c9bc455aadb2d6419be6b42ae08e1dc2b406bb,0x0372f3696fa7dc99801f435fd6737e57818239f2,9,mainnet
1597902084,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x9cc8b5311b2f4c4b2167cc26e55ac7d29738f7f8-rage-10695211,0,0x9cc8b5311b2f4c4b2167cc26e55ac7d29738f7f8,0x0372f3696fa7dc99801f435fd6737e57818239f2,4,mainnet
1599943607,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x9cc8b5311b2f4c4b2167cc26e55ac7d29738f7f8-rage-10849388,0,0x9cc8b5311b2f4c4b2167cc26e55ac7d29738f7f8,0x0372f3696fa7dc99801f435fd6737e57818239f2,1000000000,mainnet
1571311434,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xa153b8891e77f1ae037026514c927530d877fab8-rage-8758265,0,0xa153b8891e77f1ae037026514c927530d877fab8,0x0372f3696fa7dc99801f435fd6737e57818239f2,9,mainnet
1590056605,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xb53b0255895c4f9e3a185e484e5b674bccfbc076-rage-10108685,0,0xb53b0255895c4f9e3a185e484e5b674bccfbc076,0x0372f3696fa7dc99801f435fd6737e57818239f2,25,mainnet
1594642393,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xb53b0255895c4f9e3a185e484e5b674bccfbc076-rage-10451142,0,0xb53b0255895c4f9e3a185e484e5b674bccfbc076,0x0372f3696fa7dc99801f435fd6737e57818239f2,11,mainnet
1596829326,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xb64943f4f26d837ceeac96cae86d1bab23a3414d-rage-10614665,0,0xb64943f4f26d837ceeac96cae86d1bab23a3414d,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1575413096,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xb98ec0012fba5de02ab506782862a63a7945ee9c-rage-9046123,0,0xb98ec0012fba5de02ab506782862a63a7945ee9c,0x0372f3696fa7dc99801f435fd6737e57818239f2,35,mainnet
1585951708,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xb98ec0012fba5de02ab506782862a63a7945ee9c-rage-9801680,0,0xb98ec0012fba5de02ab506782862a63a7945ee9c,0x0372f3696fa7dc99801f435fd6737e57818239f2,15,mainnet
1590372882,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xba14ce92a3a46a56f52105941eb9af2d20ece605-rage-10132235,0,0xba14ce92a3a46a56f52105941eb9af2d20ece605,0x0372f3696fa7dc99801f435fd6737e57818239f2,5,mainnet
1591581852,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xba14ce92a3a46a56f52105941eb9af2d20ece605-rage-10222310,0,0xba14ce92a3a46a56f52105941eb9af2d20ece605,0x0372f3696fa7dc99801f435fd6737e57818239f2,4,mainnet
1586887785,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xba14ce92a3a46a56f52105941eb9af2d20ece605-rage-9872111,0,0xba14ce92a3a46a56f52105941eb9af2d20ece605,0x0372f3696fa7dc99801f435fd6737e57818239f2,25,mainnet
1587674873,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xba14ce92a3a46a56f52105941eb9af2d20ece605-rage-9930940,0,0xba14ce92a3a46a56f52105941eb9af2d20ece605,0x0372f3696fa7dc99801f435fd6737e57818239f2,4,mainnet
1588483047,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xba14ce92a3a46a56f52105941eb9af2d20ece605-rage-9991254,0,0xba14ce92a3a46a56f52105941eb9af2d20ece605,0x0372f3696fa7dc99801f435fd6737e57818239f2,26,mainnet
1602648830,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-11051552,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1580221857,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-9371085,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1581684156,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-9481192,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1581684268,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-9481198,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,2,mainnet
1581911360,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-9498305,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1583887434,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-9647069,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,2,mainnet
1583989523,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-9654775,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,5,mainnet
1584006003,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xbbbfc46566e5f0302cef913af8c8f423070ce6a1-rage-9655985,0,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,0x0372f3696fa7dc99801f435fd6737e57818239f2,4,mainnet
1595100337,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xc1a69f906ce4366c0c77e0219b3132fea0969231-rage-10485340,0,0xc1a69f906ce4366c0c77e0219b3132fea0969231,0x0372f3696fa7dc99801f435fd6737e57818239f2,30,mainnet
1589416326,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xc7f459c7edcf9333d223bd1c346f46819403ca06-rage-10061063,0,0xc7f459c7edcf9333d223bd1c346f46819403ca06,0x0372f3696fa7dc99801f435fd6737e57818239f2,19,mainnet
1600152946,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xc9283bbd79b016230838e57ce19e6aca12dd2c0d-rage-10865099,0,0xc9283bbd79b016230838e57ce19e6aca12dd2c0d,0x0372f3696fa7dc99801f435fd6737e57818239f2,5,mainnet
1585623274,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xcd16cbda54af2556ebb6df4fbfd178e63c33fd89-rage-9776921,0,0xcd16cbda54af2556ebb6df4fbfd178e63c33fd89,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1581119659,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9438725,0,0xd3e9d60e4e4de615124d5239219f32946d10151d,0x0372f3696fa7dc99801f435fd6737e57818239f2,20,mainnet
1586467930,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9840466,0,0xd3e9d60e4e4de615124d5239219f32946d10151d,0x0372f3696fa7dc99801f435fd6737e57818239f2,15,mainnet
1592796013,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xe04243d4de64793420e613fa13f12efff42aca05-rage-10313141,0,0xe04243d4de64793420e613fa13f12efff42aca05,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1588445799,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xe16df3b67c0f85da576bd4080f08e8ecad2a17f2-rage-9988518,0,0xe16df3b67c0f85da576bd4080f08e8ecad2a17f2,0x0372f3696fa7dc99801f435fd6737e57818239f2,20,mainnet
1603213365,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xf053adb5d6310219f84b5792db23a4fed3c25d57-rage-11094239,0,0xf053adb5d6310219f84b5792db23a4fed3c25d57,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1565620669,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xf6f4bbf25a1e596df0d77179dd65cf6f78cb7377-rage-8336281,0,0xf6f4bbf25a1e596df0d77179dd65cf6f78cb7377,0x0372f3696fa7dc99801f435fd6737e57818239f2,15,mainnet
1570044565,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xf6f4bbf25a1e596df0d77179dd65cf6f78cb7377-rage-8664762,0,0xf6f4bbf25a1e596df0d77179dd65cf6f78cb7377,0x0372f3696fa7dc99801f435fd6737e57818239f2,28,mainnet
1602351926,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xf7f189082878846c11a94ddac51c41afc7a7c772-rage-11029104,0,0xf7f189082878846c11a94ddac51c41afc7a7c772,0x0372f3696fa7dc99801f435fd6737e57818239f2,9,mainnet
1570552636,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xfab3b4be0a78c586cdb999258ddd7dc799d433d2-rage-8702412,0,0xfab3b4be0a78c586cdb999258ddd7dc799d433d2,0x0372f3696fa7dc99801f435fd6737e57818239f2,8,mainnet
1567185478,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xffd1ac3e8818adcbe5c597ea076e8d3210b45df5-rage-8452839,0,0xffd1ac3e8818adcbe5c597ea076e8d3210b45df5,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1591203007,0x1b3d7efb93ec432b0d1d56880c23303979b379e9-member-0xb8ff821e6a8750c97d081c695dd568681be6ec34-rage-10193998,0,0xb8ff821e6a8750c97d081c695dd568681be6ec34,0x1b3d7efb93ec432b0d1d56880c23303979b379e9,10,mainnet
1591055198,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x0039f22efb07a647557c7c5d17854cfd6d489ef3-rage-10183021,0,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,5,mainnet
1567417812,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x0039f22efb07a647557c7c5d17854cfd6d489ef3-rage-8470081,0,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,220,mainnet
1596222481,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x02cb3c150bedca124d0ae8cccb72fefbe705c953-rage-10569140,0,0x02cb3c150bedca124d0ae8cccb72fefbe705c953,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,194,mainnet
1582137736,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x04576eb9aff2be4122d1ba870eea8db4573a97d9-rage-9515356,0,0x04576eb9aff2be4122d1ba870eea8db4573a97d9,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,40,mainnet
1569430729,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x0a7da1fe01846f96eb44c4c3952a0f5baec148b3-rage-8619281,0,0x0a7da1fe01846f96eb44c4c3952a0f5baec148b3,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,100,mainnet
1596225682,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x0b916095200313900104bacfc288462682c38700-rage-10569396,0,0x0b916095200313900104bacfc288462682c38700,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,21,mainnet
1570947693,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x1a57f99c4759f4e4e29140b1d7a89584e1c1ef67-rage-8731516,0,0x1a57f99c4759f4e4e29140b1d7a89584e1c1ef67,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,1,mainnet
1570947914,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x1a57f99c4759f4e4e29140b1d7a89584e1c1ef67-rage-8731533,0,0x1a57f99c4759f4e4e29140b1d7a89584e1c1ef67,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,12,mainnet
1570948123,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x1b037167c4b0584ca5ef6534648c38f496757fa5-rage-8731547,0,0x1b037167c4b0584ca5ef6534648c38f496757fa5,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,8,mainnet
1561234589,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x1fd1d8b92e17f64513a6da3b44ad3f00218454a9-rage-8009987,0,0x1fd1d8b92e17f64513a6da3b44ad3f00218454a9,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,25,mainnet
1581124853,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x2525f1a08a2d5f037dda969f2fa1b56e4b4b47f3-rage-9439110,0,0x2525f1a08a2d5f037dda969f2fa1b56e4b4b47f3,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,99,mainnet
1583713981,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x2586e4b30c581ee20af694495dbcf98daecde75e-rage-9634081,0,0x2586e4b30c581ee20af694495dbcf98daecde75e,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,500,mainnet
1588444630,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x2625f1c0bc50b2f663bea454ccb7398fe3e7a9ae-rage-9988439,0,0x2625f1c0bc50b2f663bea454ccb7398fe3e7a9ae,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,100,mainnet
1569423786,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x26885a15e186dc884a193c257ee6f15a90fd8d7a-rage-8618787,0,0x26885a15e186dc884a193c257ee6f15a90fd8d7a,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,100,mainnet
1567558608,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x2895730bd3725084c91a07f25786baac644851a2-rage-8480525,0,0x2895730bd3725084c91a07f25786baac644851a2,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,2,mainnet
1585158793,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x29983374cbb8253a114df5f38ec3f171f95bb8c7-rage-9741929,0,0x29983374cbb8253a114df5f38ec3f171f95bb8c7,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,311,mainnet
1572273490,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x37385081870ef47e055410fefd582e2a95d2960b-rage-8828419,0,0x37385081870ef47e055410fefd582e2a95d2960b,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,100,mainnet
1569423857,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1-member-0x38d4d579f130b62b3cfa75871cf833f3ef2380f8-rage-8618792,0,0x38d4d579f130b62b3cfa75871cf833f3ef2380f8,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,100,mainnet
