createdAt,id,outcome,reputation,voter,dao,proposal,network
1576070387,0x009680a372ddaf541c63c5af5a4d8ae2e465028e3138a2cea0c02755b18736d5,Pass,235417353740783373845,0xb1ba56fc6ed94d45ca47cc9e97df68f3df772d42,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x8db973326c5c75b0bfa6a1271610973fb6f7176640ef75085b7ca38ad9dbd69c,mainnet
1558467518,0x00aabee090921e0a6987ea93e0ef23bfc2cf84bdbe16d4c276ade918b44e70fb,Pass,259716000000000000000,0xb1ba56fc6ed94d45ca47cc9e97df68f3df772d42,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9da21802ef6636402d793d907d5e7818dd14ea355e78361f69660d5c12015e32,mainnet
1565797657,0x00b145d86cb2c1cea367e0cf8b7ff4060b8b28dae4ac98952dd8169c526eaeb5,Pass,212544782969216520108,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x92ea7a40a8bb029b3f891356ee0f1d1be5579a90a1d3d9927eab2233bb68d577,mainnet
1583511485,0x00b284fb937d0a3aab50cb5b691a569bbaeb8aad327bd74ca1c446459f612229,Pass,83526000000000000000000,0x7f2a1ef39ea0d470b5669ce105a13c5b3bd8cd31,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x510cc25992aec5e0e700070f6efcecd50130da2eefc96a45881e62ac8005f3d1,mainnet
1566554214,0x00cda1d45027625cb7f1936601bfd31a71b598ff0922c0c4e089db8b72570533,Pass,49085243127589397054,0x33f19221618359fdbd68245220b1e6d07d2da12c,0x519b70055af55a007110b4ff99b0ea33071c720a,0x74cbda473a10059324404c16da7ebfb95926da34354607fc89ae2629942e2a24,mainnet
1573342117,0x00dc87530d4456534606bf28cf869290243b66fcbb74e6374e763c5cfc1d167b,Pass,154560000000000000000,0x512a08bc90aff94914465ed0b7bcaae30254c6d3,0xf931ff012cbff471cccb90a784e3e88b512c890a,0x7347aeda5f59d88713c803d0abb58e67c8be2edc1c4324be786c5c858613c14c,mainnet
1568658311,0x00ed9187bbb6203eb7e2750fb3cc7d6a35624c4960ab0b82b65d394c58b1c26a,Pass,77038334643923528794854,0x84443f61efc60d10da9f9a2398980cd5748394bb,0x519b70055af55a007110b4ff99b0ea33071c720a,0x16d648db714a8602167f2a6599989d2ec4ffe365b4e7b67e02fafe982c645d6a,mainnet
1563818228,0x00ee484d6247599f46b40b56e9c7367a1d62470f487b784c33b04971915f84b6,Fail,225089105000000000000,0xb1b7586656116d546033e3baff69bfcd6592225e,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0x435637e26f3420a61ff6f2319f8b38e56a98802450e1c9fa189bc6f523e33727,mainnet
1565824881,0x00f10ad16c8d92829d060a848aadb4bd33d0fa9f0f088ccc3b75708a02fcbc5b,Pass,100000000000000000000,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0xe8e1d0f1783b22ff409deb14fa5acc9cce2a3d15,0x5ca8b8244d5ea77bff1a71e4363225a717f2847e5336e5fdd86fa7f44acb7a31,mainnet
1581261665,0x00fc1959a488a4d4e6b9c0a5a9a91305cce540c78fa27026aa063f8a4df81cbb,Pass,379728703999999999787,0x7f2a1ef39ea0d470b5669ce105a13c5b3bd8cd31,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0x224980d17cb684f5076601d63384ce860c25009de831e35a660d6d86c3534cd1,mainnet
1588532299,0x0100fb87ffdc4ac7d2c236b3215639cd2401f136e8e26782173bdddd103900fe,Pass,13491424396697634708660,0xb0e83c2d71a991017e0116d58c5765abc57384af,0x519b70055af55a007110b4ff99b0ea33071c720a,0x9216c07af30ef202f4be45f2a5531ca4db034798ef4130b50fb620d95f9b66ea,mainnet
1568795799,0x01299f43afe858af83e14d69d72cd6af34570fbdf6969e1d9ab1a94660e6146c,Fail,626380409892047180416,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x8f56d9e107897903d401aef317ded025f27422ecdc9af0a9406e45b4bc9daf28,mainnet
1580226646,0x012d3487c0a8cf276428b829a52856ba957889798b2f861f0f930deb8ce19434,Pass,9009750163069772617,0xdb40ae9e2cbaf17bbe68d2ae221fa499f8e42c85,0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7,0x7501b3f98c33aea1b70ab159ef5590366c258dd79d85312f0e2fb3f6d30e6cc3,mainnet
1557478101,0x013f1199b6a39a8ebb2ed845ed720bccbca6a48b173d1d8ce043f43eb6c13018,Pass,96000000000000000000,0xb64850fe701fb64667b6cc762aa2c12f2e02193c,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9f3f802c33a4642eac8058dab21211b8a68b207bbfb918b50ff41027e8b88243,mainnet
1572545727,0x013f1401e4fd5d189a9732d567c26666ab84537770c3d92316e46ed4615a253b,Pass,111000000000000000000,0x43e95670dd39653632f01f537d7809ab89ca58fa,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x47d16bab9af5551f9ac10b13e32726ceefe6c01152a9b9da01626172d9afda2e,mainnet
1589401484,0x0148b24223408640415f03a02856a8296f6b604b64b6fbff429f771608744b9d,Pass,17466183440825327276060,0xb0e83c2d71a991017e0116d58c5765abc57384af,0x519b70055af55a007110b4ff99b0ea33071c720a,0xb58af24cfce3331978629f3233231ea86ba4344f53c972adbae2c8e509db2471,mainnet
1556560401,0x014a5d6b55a11f61017847741c3611c229cabc8a490d4f4e58a055b112e77d8e,Pass,312616000000000000000,0x1bc9e52baa93dab1a47c3168f6d82ed08856ec83,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x7f3462daaff3e321503aa39ee341afe63642e2365c824b4844c793c7f56240f8,mainnet
1581712475,0x015388af709c86bed7ecb465012873c6d2bb53ce9e5426e4202e4594bfd6c1c7,Pass,39750000000000000888,0x0a0b5fe27b2f4be657ee91c48af4ceeae097706e,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0xd9968c04d2de404cbe3fe59ee5d113ae55b35d10bec9d6697a5b9c3cfe4c129c,mainnet
1585863176,0x016c280189c4d8ad152a21e501daffb4f1f042bcf177a6af04962182ddcfdb09,Pass,100000000000000000000,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0x3dc3568a9204d478d9ffb966f2e67a079717d282,0x41fe2359f46fbb591d1a7274ecf144e98dd9b3e3d3dd47af35aaea6aa6d3e9b4,mainnet
1561937532,0x017395ec86da6357db474b7178043f7f086f70e0a238b46d012062d02a3083c0,Fail,80786993458938550076,0x31bc17f8a002d8a5c232b8fcc6e0171135cce37d,0x6bee9b81e434f7afce72a43a4016719315069539,0xfe9353c2cff03d618cbc1a12f848d8cfd7cbd038aecad7fc0552d285c197306b,mainnet
1577829062,0x017a6fd45e29ee67062ce2e18d39d8d4d1a7e261b4febb48c247768bf15d2abe,Pass,2000000000000000000,0x3d51cc44f6913acab92d4d4537eafce72589b8ac,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0x1147f4844a557f6fb42d89d6d4c3961131068f1862de2b4e6056c63efdf7d2f2,mainnet
1583532593,0x019541e3d5a814926c4aa955b60f3bc800bfafda50a52f34769fca3eb71346cf,Pass,22449320000000000000000,0xc6ee47385c205139612a4f847a067bfcdc59df54,0xd358d4f159e6fae32d1b6096bdace829a5fe33fb,0x58d26d02e94f8fdcbf3d3d034166c6a25242a6ce76ca30781ab60a76daf7f452,mainnet
1577686441,0x01a00100eb8283d689b4bd9d37b8a0c073ddf0ad7e8838cb8c3034703a63ec5c,Pass,374593704000000000000,0x7f2a1ef39ea0d470b5669ce105a13c5b3bd8cd31,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0x63869760df36b046a183afdab7cf7d2d306d131fb6ccebd0f469b1db9e8aa91c,mainnet
1575889277,0x01a224209be853d1f31d3cef24670253a370fd2ef00749810ba8df3bc8c0c8d3,Pass,768862018477626100249,0x24597c5c68687e816ffc0c69e064cb70bb62a9cd,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x8db973326c5c75b0bfa6a1271610973fb6f7176640ef75085b7ca38ad9dbd69c,mainnet
1573166670,0x01bd2d14d46c11326d58dec4df5316a237db0a67dcd2725ba25c6f3956843d5b,Pass,144000000000000000000,0x5db06acd673531218b10430ba6de9b69913ad545,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x369e0cf75dc46e2defa2963f5ac7dfd162eec886c5404fc946db85c49afd8956,mainnet
1572267239,0x01c570d8f66359655f9dff6255bbaf6f431d3fd89ce605712d63a4c7d86dae9d,Pass,300000000000000000000,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,0x0b93ba560283350d4216f29dc57e15df38d0eace,0x44222f5a1d36d436729459ed383b33bbd9139ed63e6fa5ffe61cf4188f85482c,mainnet
1579272480,0x01cf01353ea0ce57e480b182634d0f6c3c89153ad48878451b8b2b84aa2feb25,Pass,1013440939008000000000,0xa1b02d8c67b0fdcf4e379855868deb470e169cfb,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x0a714ed9e2f0c532237929cbc4378efebdf195c978c92ee55ae4dcd128dbb6c8,mainnet
1561728129,0x01d8a3e0e35e3d0ad8fdf8381733f9ffce783a2945c12b9063d403e9c696ce6c,Pass,804833851347944426859,0x144c4e5027b69f7798b2b162d924bcae5c149f15,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9fe40631ef7f2c3b40e8abbd769bd951c5bc1c74b3164541ab14dbffeb9dcab7,mainnet
1572011535,0x01ef26d37e8117739701f28efdc637becd7952edc34f7f86eeedc0921d2f1afc,Pass,183018750213918696008,0x379383e2d3ab8ce362cffbdd6f13d81213475786,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x6fa648d66be07b46f91efa6c91a655081f3ea0c1404f2440ca87b31c04410087,mainnet
1580291248,0x02016f5ac132b75e503a37024b209c133963f5fb047bba55e3f333491898aca5,Pass,149345744646941318186,0x30043aabbcebbd887437ec4f0cfe6d4c0eb5cc64,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xb2fd3797a0ae09859a6b3d6fbfbd864cd706de9016bc1dd0b851b16e57cb6627,mainnet
1562239544,0x0201f8b5db75ef07fd55bd773cc482f090881082c13001e9af51f360b434010a,Pass,144000000000000000000,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xdf99c4ed271aa7f21b14f52b03e0ed481ecfbff1647b710c2df6e30313308461,mainnet
1590191622,0x0202cf3bf775eed7b48332b7843ef12a3481ee49bd43ceff9938b35257b1a259,Pass,412518703999999998934,0x7f2a1ef39ea0d470b5669ce105a13c5b3bd8cd31,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0xbe3a17683c2073478bb0ac705450b8824783435dab909e6bdde4fdbe044dfffc,mainnet
1576640957,0x020b3804eafc8e0522987503eb5a900c7097c1892fb4d915a067b4f3b69175a1,Pass,381645000020000000000,0xb1b7586656116d546033e3baff69bfcd6592225e,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0xd24aed5e5f30178b0eb4f7d3ed6ef08c7d33898294f461d7aea71d7bfe2c8f7f,mainnet
1587208600,0x021b2ec245cb73f2837edc34cc607d9c8fa75777cd4236115c5b0916ab046fbf,Pass,600000000000000000000,0xd377b7a9e76fc735ad1a579254ac7dd35f8978dc,0x0b93ba560283350d4216f29dc57e15df38d0eace,0xe2d3f9b21af4193d28575e39f556d337235f9bbd0ae88e6ae537f49e2e87e84d,mainnet
1593072385,0x0243e157ad16927ca4fb5180d06b5c6e826d962bf565a4f83ecdb3b5da5a47d3,Pass,692992300383594211954,0x58fdd0fa08ccde333e1f17d232dd418258fc5150,0x519b70055af55a007110b4ff99b0ea33071c720a,0x79e9f882f021b007d15420d9bd5579d760bbca586ab2e37d10b7e62820f6b345,mainnet
1603012914,0x024b345d063cbad556b121ed13bc9760b34b03dfedd55d93cdd10dbd0f0f6abc,Pass,19973799936000000000000,0x7e72cfd9a36517435dc1ca7f9451eccbc973111e,0x519b70055af55a007110b4ff99b0ea33071c720a,0x1671f98969c98f61dfbc3e57c1b3a043a5a0d7b2548bf3150bb2aecb995ba461,mainnet
1571764243,0x024beca903702c0e3cc7bd0dddfb0b83d5fd73b22b41eef93116f7bed66ed7b2,Fail,329645000020000000000,0xb1b7586656116d546033e3baff69bfcd6592225e,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0x7f552528c94fb6efc0d6a06e9db68bf0d4d64c50116df6040115b0ef413f3ba1,mainnet
1581034814,0x024c30600261687fd5f19e10b8f9c44b3e243243ea871e9b794f8ef594b95c0a,Pass,265864961573480975715,0xbaaea72417f4dc3e0f52a1783b0913d0f3516634,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x490169e484184f66410f06f348e5a0fd874a77698be37653be7e7d915419b292,mainnet
1583262938,0x024c5d961dc129a39544fdf1e8e2f78e6d08bb26af05504b23b2271bfe33e07b,Pass,18081314800000000000000,0x2e7f4dd3acd226ddae10246a45337f815cf6b3ff,0xd358d4f159e6fae32d1b6096bdace829a5fe33fb,0x4edc0483df054a1a1426985bde8348badc46b38f3013c3e8871089e60afe8868,mainnet
1575761394,0x024d8c3fe7bf7ac59b545334a42ebd9de95e69eae67346e0f8c5f36b018a32b6,Fail,93772800000000000000,0x43e95670dd39653632f01f537d7809ab89ca58fa,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x02c37eacc95c327f89874e1157483adf429ebe774ea9f37b4ce97b7ebb8b20f7,mainnet
1592528877,0x02508927731b629a5565236383c2a83cde6f9e5974c4119bbe11c61943f3a4c5,Pass,170160193187347159896,0x3706c5fbe1d3f9d8e1da3c0989ecff4cb84be4c8,0x519b70055af55a007110b4ff99b0ea33071c720a,0xcc582e0ee8ebc730d8473c67de077130c998c99da79466f4075bcc677b090d16,mainnet
1599261695,0x0259d059cf36fe6cbb3df1b0d454d3eb4569d5d967350c2fad93c6ea72ae2992,Pass,7716291109260095429647,0xabd238fa6b6042438fbd22e7d398199080b4224c,0x519b70055af55a007110b4ff99b0ea33071c720a,0x1a6a2b852369cfc98b0eeb2a2a1bafe6f6367af1e11c8d32d9bf15ec8d3d7f8e,mainnet
1555004391,0x025d22747fa2bdeef74b39a3d18de756fe2a3229353c17bcaa47e519045a4d8e,Pass,241248000000000000000,0x379383e2d3ab8ce362cffbdd6f13d81213475786,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xdc67e00f7bf1cb385bdb98cbf7a5c4e021ea36ea495d966c5dc5d6f74da5b04b,mainnet
1589772086,0x029203dfcfca9f2437ebb17d5cc4504273b1660d528fdadcf75310a4223ff0fd,Pass,1847224440289156391812,0x93d29542401c00f1431fd1c80b634697e5645c59,0x519b70055af55a007110b4ff99b0ea33071c720a,0x76960ad76f5cb1c6273181c01e10b40caa5e1ebba7145d93f08e513972a0bf03,mainnet
1585231119,0x029d175f39521872fb85596c27f86f361d66f53f84d574df13b846a76350cfc4,Pass,1000000000000000000000,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0xafdd1eb2511cd891acf2bff82dabf47e0c914d24,0xe55f25245893b52a57c8906bd0ed1204003c7b138cd13c06507151ff167ed9e0,mainnet
1555335185,0x02a652e6eec4581db641e8f1443ca721408e893c050ef9009d6fd4d40acc8f4f,Pass,206592000000000000000,0xcaa9c1251dfdad81f4175edbd09ba9d9131aca77,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xe4264d124dd94c586432532903ed28fb48f7c60a7f2b9cffacf2d57f8c866d37,mainnet
1585953152,0x02a70ab742008bacb900da3de8fec4f57c4700f6c521d330e0636699f2b84fd4,Pass,86297000000000000000000,0x7f2a1ef39ea0d470b5669ce105a13c5b3bd8cd31,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0xce82cbb5a233550d597509aea810b23bf9862649c2dab23fb46ee61cbf1f4ea9,mainnet
1588961006,0x02a7188bdb69f69e13aa689069405aaa7f9d23144ff3e5ceeb97d3f53f42be4f,Pass,12619530240000000000000,0xb33b9fba681653fe263b31a95766d83d18c2128d,0x519b70055af55a007110b4ff99b0ea33071c720a,0xf5d5ba5f28a30289e6efcd2bde726144b5409fcfa1f5f52bd5ae6fc1c46a8b79,mainnet
1573387868,0x02b30f5b71563280f2b849603d8bc44401c9eb07cb31ac73565cbbe5575e5c26,Pass,786027620440259439997,0xce7298e5ef1ae8af0573edc2ebd03ab0f837e214,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x4e81cea5f3ae9baab2c572a6b158d01d114b6dac243675ca8b6ccd76d5780112,mainnet
1594008623,0x02c28643d8ee32efe8ef33eb2a12af08d80d8cdde8a9d9cc80bf8346a8e773b5,Fail,7459377641846813105642,0x334f12afb7d8740868be04719639616533075234,0x519b70055af55a007110b4ff99b0ea33071c720a,0x11934f3831906c55e3dc738bc5943022bfbefbe92ee2a9b64492a20f2c6bc7c4,mainnet
1561833590,0x02c976b90c7bab9f7604a7bd1ede45c2779d4ad5964e26621b651f7d2fc35fb8,Pass,83286246174920627909,0x31bc17f8a002d8a5c232b8fcc6e0171135cce37d,0x6bee9b81e434f7afce72a43a4016719315069539,0x9b6396c96301db6ab550c470398754ff28ab822febe1bee400f71ce032c3699f,mainnet
1572335201,0x02cc7b9c208c4dc33641215d68516095af9fb271b952deb37b16fec3999e3ce1,Pass,290000000000000000000,0xd1b06286f759cd9e1c140c6311ff8f2816167e65,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xd4b7b4f2a5ae5fc483d2bc084a2c9c29da86d627a0409b8f44d762f6b6590d1a,mainnet
1563377270,0x02d5ea8e630d826886714240f098895f4b532148aec2596e38d125deb332c055,Pass,581006131591588564845,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x249042295f1af96d597c1efeb2f00766ee7dc2ec8a939410276d55c9727e0cc3,mainnet
1559146601,0x02e15c9e3c901f780ee14c0d008b35cd02ae936ac7a18c76948c4c6237356cba,Pass,99000000000000000000,0xb1b7586656116d546033e3baff69bfcd6592225e,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0x04e421a3fd6a1ac48d491c2b454e60309e7d1bd835992fb7786a7bceace4c412,mainnet
1561244333,0x02e83a76be31fdef955828f997d25afc96d61ab23a1b2e40eb8778c2c23c799b,Pass,10000000000000000000,0xe13ccb8c29e1a921cbd70e1dd5cfe802f9f9d415,0x6bee9b81e434f7afce72a43a4016719315069539,0xd97cfb93b1309e5b0a5308e50c8efd4130d03da78aba853aaefb9ccad2873f36,mainnet
1594411348,0x02e8d821e4470fce07ce6e8b12872fd686029f17136ce7eb7dcc1928b924de9a,Pass,453399464889691612462,0xabd238fa6b6042438fbd22e7d398199080b4224c,0x519b70055af55a007110b4ff99b0ea33071c720a,0x97060a9eeb48e95aaf1eb0b6aa083a1338af66d515db9137e9ead5e330631a0e,mainnet
1580155426,0x02e9cc8f859cb1a087529a3b4019076ebeb426b53bc16dc9852c27be93273177,Pass,293377644783424066877,0xd67dfceab6587e655322b804547b9b450b2f78ac,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xb2fd3797a0ae09859a6b3d6fbfbd864cd706de9016bc1dd0b851b16e57cb6627,mainnet
1565043983,0x02f47620db2accb1d215eb4da4c597a5886b40d23af25324bd12de2758039062,Pass,225089105000000000000,0xb1b7586656116d546033e3baff69bfcd6592225e,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0x31af001adf7c930070739435cf176a99604f84c128fa0ee326295fbfe6d2b5ec,mainnet
1556095207,0x03035d15fd5faaa14949056a7de5354736be4b95f3a2c17734fa55da5d493462,Fail,384700858368000000000,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x37e18b8e631ce5fe4ec1a07091f96700cbbc98648835dde0f1fda54aac2876f3,mainnet
1572764014,0x0324731c6d8a20717ccabef5473921b55e4147c2b0eda35c4b1e17175a111e76,Fail,122501594087424000000,0x95fd1628e15e4ead16e4f85cc1e4e8c58d8bc34c,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x5a5845b11b96ac0ce88a15200a842f59354b0ab301895448fcb50de7ed2d42c8,mainnet
1596674235,0x0329794fb3409593e60bcbe2bd763713839c8d39abbba273319401744be7dda2,Pass,11214627161345335313345,0x334f12afb7d8740868be04719639616533075234,0x519b70055af55a007110b4ff99b0ea33071c720a,0xcfc68fba4c030e829f87506a5146bd293a6516aab7d41922f9f8542c63cd23f2,mainnet
1557983801,0x03371616c7de868881e4d21c499822bfc9c5ace6927df9a351df3eecf1f1a853,Pass,100000000000000000000,0xb64850fe701fb64667b6cc762aa2c12f2e02193c,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xf673ccb4e1d2479d50797cf3850265ca0c50e93843239a9ef0353b14d7c6a59b,mainnet
1573520629,0x034c17ff62c3d695ec017cc0eaf4021180faf08a90f16a39d8d84d97cb107833,Pass,97000000000000000000,0xb391ae8fc7483770930d1deab5a898206e9cdb3f,0x2b8c70fffda7f3d7667f7cfede1429313886329c,0x8745ca8c1c04b2a1dee61004d01b4b43a62475378ebc7f74026deb53b3f73a42,mainnet
1575254570,0x035ac6806d6cbb0f5b039a7dd798a566f0267e5f6596653f24a679c6445bccd3,Pass,372270000020000000000,0xb1b7586656116d546033e3baff69bfcd6592225e,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,0xb2ba3b7276b6169efe91f2fa267e876d6b03171f728049e5d09c92bf5b8b237e,mainnet
1601414215,0x035b15ebba1c05305419afcb38e75775ecf4c49dd3165bcda3f2fc54d746ac8a,Pass,13661553657199330800396,0xabd238fa6b6042438fbd22e7d398199080b4224c,0x519b70055af55a007110b4ff99b0ea33071c720a,0x38b1b72386099111117d9c690d3aa1afdb1be5062e766327994b6aab5fe83d86,mainnet
1582647512,0x036a410e1c376fd2ccc8aca6958421bfdd39923501a0720ae729fe314fd3c399,Fail,83223394624360000000000,0xb1b7586656116d546033e3baff69bfcd6592225e,0xd358d4f159e6fae32d1b6096bdace829a5fe33fb,0xea39c1d1f41abcc2dd663d62c5d2e5c8bedd0c42d26b3a1df65a0e897d4215fb,mainnet
1555838059,0x036fdf4e0a8dca9e661eda4e306115e72019f24adc9767f9580372dc7b4165ac,Pass,287600000000000000000,0xf16294a979a027f297dace2f618cb57bc4bf5d16,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9fa5c5c17989e9ba4fd220502df737c56535d0ab435e1016d2afe706255f4690,mainnet
1590191622,0x0389ffa8b4086ae76e2679c00303d554d94b9a71c2d9949476f6e12c9194f608,Pass,61599614143072260144842,0x7f2a1ef39ea0d470b5669ce105a13c5b3bd8cd31,0xd358d4f159e6fae32d1b6096bdace829a5fe33fb,0x0762b6cc4c273a9a86e26e29d46163532864d29a6179901b092e488d441c3907,mainnet
