createdAt,didRagequit,exists,id,loot,memberAddress,molochAddress,shares,network
1593094676,False,True,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0xf8a685702347377e396486967399f33c6c0c0a29,0,0xf8a685702347377e396486967399f33c6c0c0a29,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,5,mainnet
1590859729,False,True,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0xfacef700458d4fc9746f7f3e0d37b462711ff09e,0,0xfacef700458d4fc9746f7f3e0d37b462711ff09e,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,4,mainnet
1574904994,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x007bc558d547ada9813bf148510988262f510c4e,,0x007bc558d547ada9813bf148510988262f510c4e,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1584791684,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,,0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1583703018,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x01f10495f16c0e85c26121a891dd92ff3bd02da8,,0x01f10495f16c0e85c26121a891dd92ff3bd02da8,0x0372f3696fa7dc99801f435fd6737e57818239f2,5,mainnet
1575857864,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0492b9170ec01d91f3aa721ff8ada42dd33fbbb8,,0x0492b9170ec01d91f3aa721ff8ada42dd33fbbb8,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1561594315,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0aba55c93cf7292f71067b0ba0d8b464592895ca,,0x0aba55c93cf7292f71067b0ba0d8b464592895ca,0x0372f3696fa7dc99801f435fd6737e57818239f2,50,mainnet
1584653443,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0bf4c238a25b66cd869331a692dfd0322708d7fb,,0x0bf4c238a25b66cd869331a692dfd0322708d7fb,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1563033672,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433,,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,20,mainnet
1581508508,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0efe994201e2b0136dd40d5033b5f437e4c5f958,,0x0efe994201e2b0136dd40d5033b5f437e4c5f958,0x0372f3696fa7dc99801f435fd6737e57818239f2,50,mainnet
1574905023,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1586899874,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x15303ff0d49b2bcf48d076896093e745a8ae6658,,0x15303ff0d49b2bcf48d076896093e745a8ae6658,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1584238695,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20,,0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20,0x0372f3696fa7dc99801f435fd6737e57818239f2,4,mainnet
1563033719,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1c9e5aba9bce815ed3bb7d9455931b84c56d5114,,0x1c9e5aba9bce815ed3bb7d9455931b84c56d5114,0x0372f3696fa7dc99801f435fd6737e57818239f2,100,mainnet
1580696222,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1dac51886d5b461fccc784ad3813a5969dd42e6f,,0x1dac51886d5b461fccc784ad3813a5969dd42e6f,0x0372f3696fa7dc99801f435fd6737e57818239f2,3,mainnet
1563033815,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x2566190503393b80bded55228c61a175f40e4d42,,0x2566190503393b80bded55228c61a175f40e4d42,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1583668442,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x2b47c57a4c9fc1649b43500f4c0cda6cf29be278,,0x2b47c57a4c9fc1649b43500f4c0cda6cf29be278,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1585482798,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x2d407ddb06311396fe14d4b49da5f0471447d45c,,0x2d407ddb06311396fe14d4b49da5f0471447d45c,0x0372f3696fa7dc99801f435fd6737e57818239f2,6,mainnet
1593500700,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x357b7e9acd156c0f930b75c6ae6a42f3d9173042,,0x357b7e9acd156c0f930b75c6ae6a42f3d9173042,0x0372f3696fa7dc99801f435fd6737e57818239f2,50,mainnet
1564279177,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x370ceca4fc1287ed99924bba76259f6c771a6022,,0x370ceca4fc1287ed99924bba76259f6c771a6022,0x0372f3696fa7dc99801f435fd6737e57818239f2,25,mainnet
1567255706,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x3d1df1a816577a62db61281f673c4f43ae063490,,0x3d1df1a816577a62db61281f673c4f43ae063490,0x0372f3696fa7dc99801f435fd6737e57818239f2,100,mainnet
1563033793,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x3d97da320ed3d3aee33559b643339571a8abe6e9,,0x3d97da320ed3d3aee33559b643339571a8abe6e9,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1582960078,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x3e0cf03f718520f30300266dcf4db50ba12d3331,,0x3e0cf03f718520f30300266dcf4db50ba12d3331,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1573697838,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x4444444477eb5fe6d1d42e98e97d9c4c03a57f99,,0x4444444477eb5fe6d1d42e98e97d9c4c03a57f99,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1571036709,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x476547d8472407cb05acc4b3b8a5431871d0d072,,0x476547d8472407cb05acc4b3b8a5431871d0d072,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1582752542,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x4d31d0297174ec3fd689d9544efc15e851e443eb,,0x4d31d0297174ec3fd689d9544efc15e851e443eb,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1586571456,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x4e6fbdb11e8746a3fd7a8a919ea04c476b6781a0,,0x4e6fbdb11e8746a3fd7a8a919ea04c476b6781a0,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1591133338,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x4f0a1940de411285ad0455a7f40c81b5e0bc8492,,0x4f0a1940de411285ad0455a7f40c81b5e0bc8492,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1591634536,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1577931434,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x57db4c6e862e4144ff48b67732d2ccb5af9de14c,,0x57db4c6e862e4144ff48b67732d2ccb5af9de14c,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1564425315,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x59e4415cc1eccecb5edaec533bdd87bf47c2ecf9,,0x59e4415cc1eccecb5edaec533bdd87bf47c2ecf9,0x0372f3696fa7dc99801f435fd6737e57818239f2,100,mainnet
1576220718,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x5b93ff82faaf241c15997ea3975419dddd8362c5,,0x5b93ff82faaf241c15997ea3975419dddd8362c5,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1563033763,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x5bb3e1774923b75ecb804e2559149bbd2a39a414,,0x5bb3e1774923b75ecb804e2559149bbd2a39a414,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1565864260,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x5bfd96e1a7d2f597cc1a602d89fc9fca61207e09,,0x5bfd96e1a7d2f597cc1a602d89fc9fca61207e09,0x0372f3696fa7dc99801f435fd6737e57818239f2,50,mainnet
1576186152,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x5f350bf5fee8e254d6077f8661e9c7b83a30364e,,0x5f350bf5fee8e254d6077f8661e9c7b83a30364e,0x0372f3696fa7dc99801f435fd6737e57818239f2,3,mainnet
1588239247,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x60c38e6f5735ee81240e3a9857147e9438b01ba0,,0x60c38e6f5735ee81240e3a9857147e9438b01ba0,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1573715111,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x632889068e25630f5c928681e8529ee255d8cd52,,0x632889068e25630f5c928681e8529ee255d8cd52,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1591599957,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x65e624de155fb5e42454947b87b04c535b8acde9,,0x65e624de155fb5e42454947b87b04c535b8acde9,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1565561554,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x66268791b55e1f5fa585d990326519f101407257,,0x66268791b55e1f5fa585d990326519f101407257,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1584643610,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x66b1de0f14a0ce971f7f248415063d44caf19398,,0x66b1de0f14a0ce971f7f248415063d44caf19398,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1586554207,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x68d36dcbdd7bbf206e27134f28103abe7cf972df,,0x68d36dcbdd7bbf206e27134f28103abe7cf972df,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1591219774,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x6b817156a65615f01949eae47cc66f2a1f2f2e7d,,0x6b817156a65615f01949eae47cc66f2a1f2f2e7d,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1568757300,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,,0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,0x0372f3696fa7dc99801f435fd6737e57818239f2,20,mainnet
1586502905,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x6fc46b64e3de0a4962d15a75129f39a9068c6f10,,0x6fc46b64e3de0a4962d15a75129f39a9068c6f10,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1592152881,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x7136fbddd4dffa2369a9283b6e90a040318011ca,,0x7136fbddd4dffa2369a9283b6e90a040318011ca,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1582545194,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x73dd61e593b827f1a36d3324260a8e62e47196fe,,0x73dd61e593b827f1a36d3324260a8e62e47196fe,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1570006216,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x7a446c7fda67e5e8705ad90f2da52fc018280731,,0x7a446c7fda67e5e8705ad90f2da52fc018280731,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1583754803,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x7e225a2a269f7af1c884b20f2ba30e8c6573edff,,0x7e225a2a269f7af1c884b20f2ba30e8c6573edff,0x0372f3696fa7dc99801f435fd6737e57818239f2,6,mainnet
1563183461,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x7f4c4b0f51c17e72248b2bcef176e7649c187e7b,,0x7f4c4b0f51c17e72248b2bcef176e7649c187e7b,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1574154693,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x818ff73a5d881c27a945be944973156c01141232,,0x818ff73a5d881c27a945be944973156c01141232,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1563807105,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x82a8439ba037f88bc73c4ccf55292e158a67f125,,0x82a8439ba037f88bc73c4ccf55292e158a67f125,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1564172693,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x839395e20bbb182fa440d08f850e6c7a8f6f0780,,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,0x0372f3696fa7dc99801f435fd6737e57818239f2,52,mainnet
1574975475,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x83ab8e31df35aa3281d630529c6f4bf5ac7f7abf,,0x83ab8e31df35aa3281d630529c6f4bf5ac7f7abf,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1586368370,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x85ac9e682995ebebde8ff107fbbbfe7c40992e4a,,0x85ac9e682995ebebde8ff107fbbbfe7c40992e4a,0x0372f3696fa7dc99801f435fd6737e57818239f2,100,mainnet
1559770127,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1570552876,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x882651817bc443fabc95c7cc9124367082470d66,,0x882651817bc443fabc95c7cc9124367082470d66,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1576237985,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x8b3765eda5207fb21690874b722ae276b96260e0,,0x8b3765eda5207fb21690874b722ae276b96260e0,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1568405567,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x8c4c44fd06f7f98f08bf6a9ca156cec9ee1f31f8,,0x8c4c44fd06f7f98f08bf6a9ca156cec9ee1f31f8,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1579573195,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x8f942eced007bd3976927b7958b50df126feecb5,,0x8f942eced007bd3976927b7958b50df126feecb5,0x0372f3696fa7dc99801f435fd6737e57818239f2,2,mainnet
1561035132,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x91c9bc455aadb2d6419be6b42ae08e1dc2b406bb,,0x91c9bc455aadb2d6419be6b42ae08e1dc2b406bb,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1574886060,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x93f3f612a525a59523e91cc5552f718df9fc0746,,0x93f3f612a525a59523e91cc5552f718df9fc0746,0x0372f3696fa7dc99801f435fd6737e57818239f2,2,mainnet
1576203426,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x9492510bbcb93b6992d8b7bb67888558e12dcac4,,0x9492510bbcb93b6992d8b7bb67888558e12dcac4,0x0372f3696fa7dc99801f435fd6737e57818239f2,6,mainnet
1581871273,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x9ac9c636404c8d46d9eb966d7179983ba5a3941a,,0x9ac9c636404c8d46d9eb966d7179983ba5a3941a,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,mainnet
1595971768,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x9bcb319bed50ff0ce2d6ffa95ab9293a175aed7d,,0x9bcb319bed50ff0ce2d6ffa95ab9293a175aed7d,0x0372f3696fa7dc99801f435fd6737e57818239f2,28,mainnet
1597717039,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x9cc8b5311b2f4c4b2167cc26e55ac7d29738f7f8,,0x9cc8b5311b2f4c4b2167cc26e55ac7d29738f7f8,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1569429664,False,False,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xa153b8891e77f1ae037026514c927530d877fab8,,0xa153b8891e77f1ae037026514c927530d877fab8,0x0372f3696fa7dc99801f435fd6737e57818239f2,0,mainnet
1566400227,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xa15ca74e65bf72730811abf95163e89ad9b9dff6,,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0x0372f3696fa7dc99801f435fd6737e57818239f2,2,mainnet
1582614346,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xa7499aa6464c078eeb940da2fc95c6acd010c3cc,,0xa7499aa6464c078eeb940da2fc95c6acd010c3cc,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
1563807139,False,True,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0xa84944735b66e957fe385567dcc85975022fe68a,,0xa84944735b66e957fe385567dcc85975022fe68a,0x0372f3696fa7dc99801f435fd6737e57818239f2,10,mainnet
