createdAt,id,memberAddress,molochAddress,uintVote,proposalAddress,network
1565723576,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-24,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-24,mainnet
1565722177,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-27,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-27,mainnet
1566297835,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-28,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-28,mainnet
1567704833,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-31,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,2,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-31,mainnet
1567647408,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-32,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-32,mainnet
1567723052,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-36,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-36,mainnet
1568308086,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-37,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-37,mainnet
1568310916,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-38,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-38,mainnet
1568308443,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-39,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-39,mainnet
1568915195,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-40,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-40,mainnet
1569424268,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-42,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-42,mainnet
1573675508,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-54,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-54,mainnet
