date,members
1581292800,6236
1581379200,6250
1581465600,6291
1581552000,6294
1581638400,6294
1581724800,6294
1581811200,6294
1581897600,6294
1581984000,6294
1582070400,6299
1582156800,6300
1582243200,6300
1582329600,6300
1582416000,6312
1582502400,6313
1582588800,6313
1582675200,6314
1582761600,6316
1582848000,6318
1582934400,6318
1583020800,6318
1583107200,6318
1583193600,6320
1583280000,6320
1583366400,6322
1583452800,6361
1583539200,6361
1583625600,6362
1583712000,6363
1583798400,6363
1583884800,6365
1583971200,6365
1584057600,6365
1584144000,6365
1584230400,6365
1584316800,6367
1584403200,6370
1584489600,6382
1584576000,6388
1584662400,6394
1584748800,6394
1584835200,6397
1584921600,6401
1585008000,6401
1585094400,6401
1585180800,6409
1585267200,6412
1585353600,6417
1585440000,6421
1585526400,6421
1585612800,6421
1585699200,6421
1585785600,6422
1585872000,6423
1585958400,6424
1586044800,6425
1586131200,6428
1586217600,6428
1586304000,6428
1586390400,6431
1586476800,6431
1586563200,6431
1586649600,6431
1586736000,6431
1586822400,6432
1586908800,6433
1586995200,6434
1587081600,6435
1587168000,6435
1587254400,6435
1587340800,6437
1587427200,6439
1587513600,6443
1587600000,6445
1587686400,6446
1587772800,6446
1587859200,6449
1587945600,6453
1588032000,6455
1588118400,6455
1588204800,6457
1588291200,6465
1588377600,6467
1588464000,6470
1588550400,6470
1588636800,6473
1588723200,6473
1588809600,6475
1588896000,6476
1588982400,6478
1589068800,6478
1589155200,6483
1589241600,6485
1589328000,6492
1589414400,6499
1589500800,6499
1589587200,6499
1589673600,6503
1589760000,6507
1589846400,6507
1589932800,6511
1590019200,6513
1590105600,6513
1590192000,6515
1590278400,6516
1590364800,6521
1590451200,6521
1590537600,6521
1590624000,6522
1590710400,6523
1590796800,6530
1590883200,6530
1590969600,6530
1591056000,6532
1591142400,6532
1591228800,6532
1591315200,6532
1591401600,6533
1591488000,6533
1591574400,6533
1591660800,6534
1591747200,6535
1591833600,6536
1591920000,6536
1592006400,6537
1592092800,6539
1592179200,6541
1592265600,6543
1592352000,6544
1592438400,6545
1592524800,6545
1592611200,6545
1592697600,6545
1592784000,6550
1592870400,6550
1592956800,6550
1593043200,6550
1593129600,6550
1593216000,6550
1593302400,6550
1593388800,6550
1593475200,6550
1593561600,6550
1593648000,6550
1593734400,6550
1593820800,6550
1593907200,6550
1593993600,6550
1594080000,6554
1594166400,6554
1594252800,6556
1594339200,6558
1594425600,6558
1594512000,6559
1594598400,6559
1594684800,6559
1594771200,6560
1594857600,6561
1594944000,6562
1595030400,6563
1595116800,6563
1595203200,6564
1595289600,6572
1595376000,6573
1595462400,6573
1595548800,6573
1595635200,6573
1595721600,6573
1595808000,6573
1595894400,6575
1595980800,6575
1596067200,6575
1596153600,6575
1596240000,6575
1596326400,6575
1596412800,6575
1596499200,6575
1596585600,6575
1596672000,6575
1596758400,6575
1596844800,6575
1596931200,6576
1597017600,6577
1597104000,6578
1597190400,6578
1597276800,6578
1597363200,6578
1597449600,6578
1597536000,6578
1597622400,6580
1597708800,6581
1597795200,6581
1597881600,6581
1597968000,6582
1598054400,6583
1598140800,6583
1598227200,6583
1598313600,6583
1598400000,6583
1598486400,6583
1598572800,6583
1598659200,6583
1598745600,6583
1598832000,6592
1598918400,6592
1599004800,6592
1599091200,6592
1599177600,6593
1599264000,6593
1599350400,6594
1599436800,6594
1599523200,6594
1599609600,6594
1599696000,6595
1599782400,6595
1599868800,6595
1599955200,6595
1600041600,6595
1600128000,6595
1600214400,6595
1600300800,6595
1600387200,6596
1600473600,6596
1600560000,6622
1600646400,6624
1600732800,6626
1600819200,6626
1600905600,6626
1600992000,6626
1601078400,6627
1601164800,6628
1601251200,6628
1601337600,6629
1601424000,6629
1601510400,6629
1601596800,6632
1601683200,6632
1601769600,6632
1601856000,6632
1601942400,6632
1602028800,6634
1602115200,6635
1602201600,6635
1602288000,6635
1602374400,6635
1602460800,6638
1602547200,6639
1602633600,6641
1602720000,6641
1602806400,6641
1602892800,6641
1602979200,6641
1603065600,6641
1603152000,6641
1603238400,6641
1603324800,6641
1603411200,6642
1603497600,6642
1603584000,6642
1603670400,6643
1603756800,6643
1603843200,6644
1603929600,6644
1604016000,6644
1604102400,6644
1604188800,6644
1604275200,6645
1604361600,6645
1604448000,6645
1604534400,6645
1604620800,6645
1604707200,6645
1604793600,6645
1604880000,6645
1604966400,6645
1605052800,6645
1605139200,6645
1605225600,6645
1605312000,6645
1605398400,6645
1605484800,6645
1605571200,6645
1605657600,6645
1605744000,6645
1605830400,6645
1605916800,6645
1606003200,6645
1606089600,6645
1606176000,6645
1606262400,6645
1606348800,6645
1606435200,6645
1606521600,6645
1606608000,6645
1606694400,6645
1606780800,6645
